0,3.011953
1,2.049685
2,1.975416
3,2.043295
4,5.776738
5,4.261958
6,5.492879
7,6.259903
8,4.124675
9,7.875936
10,8.341806
11,5.124841
12,6.259002
13,4.366262
14,5.823385
15,9.953433
16,0.345623
17,1.607623
18,6.610616
19,0.986281
20,4.305995
21,3.745202
22,8.399840
23,9.692075
24,3.687437
25,7.591893
26,2.700779
27,4.705227
28,4.189519
29,7.387116
30,3.941812
31,7.201473
32,9.436801
33,5.917229
34,9.244768
35,5.213539
36,0.179186
37,4.737647
38,1.473442
39,4.303862
40,2.613582
41,9.815248
42,9.428703
43,8.872584
44,4.181510
45,5.252088
46,8.826017
47,4.527133
48,6.859711
49,5.436633
50,5.513414
51,1.165706
52,9.181835
53,3.913253
54,0.857781
55,2.869272
56,1.505146
57,3.558560
58,7.574499
59,5.694666
60,0.945676
61,1.516311
62,2.896138
63,0.382477
64,7.433539
65,2.140906
66,5.596016
67,7.612726
68,6.878553
69,7.069458
70,1.916587
71,9.492135
72,6.884707
73,1.345290
74,8.364719
75,1.066217
76,6.597378
77,7.190736
78,5.593350
79,3.457089
80,2.627369
81,1.106764
82,4.622795
83,1.809204
84,5.020017
85,5.480576
86,4.678476
87,6.525163
88,9.039136
89,2.252975
90,2.219829
91,9.984811
92,3.769285
93,5.115967
94,0.367288
95,1.202825
96,7.256873
97,5.963304
98,8.815550
99,4.135426
100,3.032763
101,0.732137
102,3.627561
103,9.917470
104,2.077427
105,1.992280
106,0.983687
107,8.674805
108,9.183016
109,6.577037
110,2.131894
111,1.810385
112,7.683801
113,6.754689
114,3.619589
115,2.703818
116,2.235265
117,8.298065
118,9.228981
119,1.274401
120,0.551040
121,1.448810
122,1.259212
123,4.320325
124,6.564777
125,1.626500
126,5.523150
127,3.821650
128,7.589804
129,4.338700
130,7.957076
131,0.622567
132,5.070837
133,1.584636
134,0.540036
135,7.148265
136,3.576916
137,1.523723
138,5.823070
139,2.759931
140,8.100760
141,7.954964
142,4.570316
143,5.784561
144,4.709654
145,8.189905
146,8.488379
147,6.944919
148,6.487970
149,7.717360
150,8.219319
151,7.039010
152,9.166170
153,9.478531
154,1.359335
155,5.730947
156,1.105031
157,6.882484
158,9.552597
159,8.694836
160,1.221184
161,7.509673
162,9.317403
163,6.292022
164,9.094309
165,9.857439
166,3.440286
167,2.671225
168,1.381162
169,9.263356
170,5.431156
171,9.481922
172,7.218321
173,0.001472
174,5.266484
175,1.927974
176,8.191377
177,3.754863
178,8.872893
179,4.679348
180,1.472223
181,7.092213
182,1.718357
183,0.638393
184,6.570744
185,3.077692
186,6.369341
187,7.675775
188,9.960176
189,5.921938
190,6.370611
191,1.181360
192,3.431610
193,5.688013
194,7.473382
195,2.525919
196,5.545452
197,0.913668
198,5.197144
199,6.926614
200,0.177025
201,0.628300
202,6.408537
203,7.395345
204,0.629772
205,1.675020
206,9.323320
207,8.821149
208,5.429883
209,8.196213
210,3.500497
211,6.902106
212,5.288425
213,5.218854
214,7.540500
215,1.859169
216,8.296546
217,3.909840
218,9.534944
219,8.256722
220,9.831778
221,5.905555
222,9.438083
223,3.263388
224,1.593569
225,6.911465
226,5.789307
227,7.139021
228,7.825133
229,0.986451
230,4.065635
231,8.002157
232,1.614750
233,0.474172
234,5.397503
235,2.244522
236,2.149193
237,4.720823
238,1.065671
239,7.579076
240,2.917035
241,4.566168
242,4.481182
243,8.205461
244,9.785022
245,2.021682
246,0.064630
247,8.081568
248,5.931522
249,9.599575
250,6.338290
251,5.763300
252,5.505130
253,5.776372
254,9.026688
255,7.098699
256,2.687837
257,4.815995
258,4.237720
259,0.512970
260,5.802446
261,8.303355
262,8.515127
263,7.417196
264,8.777527
265,3.912630
266,9.661718
267,0.926720
268,8.633453
269,0.727389
270,8.505795
271,1.550488
272,5.293557
273,2.986977
274,9.755949
275,5.078578
276,5.008659
277,9.820579
278,3.160146
279,0.940181
280,9.420154
281,9.498435
282,6.703481
283,4.925284
284,5.274808
285,5.730169
286,2.023982
