0,55.438964
1,55.141847
2,16.749873
3,85.330028
4,94.135495
5,15.625265
6,56.827668
7,99.519927
8,28.772413
9,93.007340
10,66.654193
11,32.724672
12,10.151890
13,57.482380
14,47.605367
15,99.546335
16,3.895405
17,47.055778
18,46.044797
19,89.189672
20,36.007724
21,47.052891
22,56.030703
23,77.295433
24,56.217239
25,96.875484
26,63.120947
27,37.751847
28,38.841115
29,72.694312
30,64.887442
31,94.280079
32,27.836159
33,81.637315
34,79.610107
35,21.971654
36,97.262581
37,36.437775
38,21.491581
39,26.034993
40,29.445115
41,88.145774
42,58.759665
43,39.597005
44,45.628153
45,6.365032
46,39.143339
47,49.523559
48,53.420810
49,85.188136
50,38.713231
51,89.428535
52,32.241027
53,94.743933
54,66.723967
55,88.458267
56,91.619417
57,29.844915
58,26.210113
59,30.460533
60,2.539227
61,91.097555
62,24.740612
63,30.375386
64,72.734871
65,4.350719
66,52.347040
67,69.997452
68,40.788494
69,73.838621
70,96.032445
71,70.233608
72,61.984395
73,54.792110
74,9.830613
75,7.612548
76,61.157142
77,48.973953
78,57.136107
79,14.577952
80,34.162089
81,95.849337
82,4.006487
83,66.403116
84,90.593271
85,70.730455
86,54.861383
87,82.212688
88,0.575369
89,81.071496
90,12.673221
91,3.114596
92,72.169051
93,37.413833
94,33.489982
95,44.903922
96,41.764552
97,85.837022
98,14.901374
99,82.553045
100,59.675643
101,10.933818
102,52.786654
103,21.660038
104,65.725928
105,62.617267
106,29.272586
107,26.883070
108,11.591220
109,86.408692
110,41.461023
111,45.753309
112,82.258030
113,45.467510
114,12.156425
115,72.851300
116,16.197965
117,67.017808
118,55.063988
119,16.773334
120,48.089304
121,67.737209
122,19.887930
123,20.258355
124,5.151042
125,53.377912
126,65.162277
127,46.915594
128,39.214934
129,80.063651
130,29.468639
131,98.890577
132,90.997470
133,82.255293
134,20.550615
135,56.723398
136,44.872560
137,49.823200
138,83.606468
139,56.463780
140,36.231893
141,25.067491
142,2.217090
143,18.489922
144,70.535001
145,14.373515
146,91.341223
147,86.732966
148,81.391323
149,46.405211
150,3.506300
151,29.480626
152,14.142421
153,23.394230
154,49.738981
155,19.293463
156,76.772142
157,14.901259
158,66.209057
159,15.987076
160,94.964910
161,95.677696
162,14.877653
163,85.962379
164,77.932989
165,35.428267
166,42.685777
167,22.805549
168,85.251468
169,26.292246
170,79.269329
171,21.483360
172,51.359737
173,81.486419
174,39.973283
175,21.894738
176,95.859934
177,31.314505
178,8.627704
179,77.251256
180,77.719717
181,12.134004
182,6.731882
183,91.862137
184,35.528234
185,56.470864
186,11.155600
187,12.300376
188,71.372122
189,77.364657
190,28.287452
191,66.337032
192,73.042352
193,43.165105
194,52.299411
195,50.975341
196,78.593372
197,94.985189
198,73.780890
199,63.844840
200,21.277434
201,53.050219
202,85.328200
203,72.637171
204,34.536638
205,25.301483
206,94.531909
207,30.396571
208,56.615988
209,3.159613
210,7.647827
211,34.335705
212,15.293618
213,14.379709
214,26.197842
215,50.821852
216,70.850573
217,37.353442
218,63.122228
219,42.222696
220,14.718098
221,91.409680
222,8.559728
223,87.760451
224,34.574785
225,60.859139
226,38.735792
227,13.168157
228,55.844328
229,12.516681
230,77.012997
231,77.121762
232,65.566900
233,62.341197
234,49.758933
235,0.103538
236,87.642679
237,44.290842
238,30.500109
239,44.258667
240,47.450456
241,38.147936
242,78.594372
243,62.744073
244,52.527646
245,4.792213
246,13.565925
247,23.378219
248,42.145655
249,76.688153
250,65.600914
251,56.863753
252,68.097833
253,74.160642
254,44.624204
255,2.672618
256,35.019781
257,83.359996
258,15.840775
259,90.864109
260,95.876677
261,92.853771
262,67.985871
263,61.443577
264,55.194968
265,17.744804
266,61.547115
267,42.837647
268,62.035647
269,92.047224
270,87.096314
271,9.486102
272,30.195160
273,65.690686
274,72.230176
275,82.722806
276,70.482899
277,85.796101
278,6.101024
279,12.628554
280,62.484254
281,71.701939
282,69.492308
283,30.582086
284,45.862581
285,14.116512
286,33.254704
287,80.882362
288,97.476507
289,49.095479
290,71.746471
291,93.353184
292,41.949250
293,39.732343
294,54.796761
295,97.144218
296,57.477147
297,16.343876
298,39.981865
299,19.512794
300,8.391100
301,27.078179
302,28.998896
303,38.586261
304,92.768865
305,1.229072
306,21.309066
307,63.251764
308,87.025173
309,27.410091
310,75.880318
311,49.509426
312,99.112029
313,45.372626
314,80.091512
315,44.974610
316,59.489137
317,13.346216
318,25.856972
319,56.965645
320,62.441695
321,97.603443
322,50.318829
323,4.390945
324,37.335786
325,5.115590
326,1.535162
327,94.812933
328,21.459466
329,41.517027
330,14.325727
331,29.850567
332,68.595206
333,43.324623
334,68.436828
335,61.364071
336,44.553695
337,89.745894
338,24.615835
339,31.578868
340,17.155985
341,0.496153
342,81.088294
343,16.268014
344,45.868778
345,61.179806
346,61.242624
347,5.357916
348,74.526023
349,87.099596
350,62.323560
351,36.967717
352,84.703039
353,12.642389
354,41.358662
355,22.038825
356,17.757979
357,42.893824
358,16.851758
359,39.217445
360,84.410852
361,31.177485
362,69.068012
363,53.006058
364,74.502109
365,37.504840
366,14.370129
367,19.055804
368,27.250734
369,38.985964
370,50.634671
371,44.406719
372,39.482117
373,31.722965
374,60.674733
375,85.350895
376,92.902772
377,21.917357
378,90.708811
379,67.428794
380,9.016953
381,53.032371
382,4.396512
383,93.719992
384,65.674760
385,45.755174
386,15.758817
387,83.432739
388,88.648998
389,32.610576
390,22.650184
391,73.059850
392,63.788061
393,91.718196
394,26.065908
395,38.290170
396,29.223036
397,40.436037
398,57.345973
399,56.473770
400,79.422001
401,7.980645
402,0.880489
403,18.904117
404,39.703610
405,61.555222
406,4.255012
407,32.606382
408,83.472578
409,94.963823
410,0.035176
411,92.489531
412,47.996194
413,4.431688
414,86.209523
415,13.670954
416,50.186862
417,1.968341
418,97.103693
419,38.835860
420,34.578916
421,19.753877
422,11.895710
423,98.366978
424,11.472073
425,37.961618
426,36.657147
427,40.695109
428,78.397655
429,94.003120
430,97.168880
431,57.819655
432,1.983765
433,98.049369
434,76.723773
435,41.687375
436,59.604590
437,80.978785
438,74.293757
439,43.077169
440,75.942608
441,74.328933
442,35.566700
443,23.938802
444,78.760621
445,21.776223
446,37.609756
447,28.947483
448,23.744563
449,34.713449
450,67.783343
451,58.323480
452,54.467325
453,79.679052
454,56.690457
455,65.939399
456,17.640670
457,93.347604
458,6.634508
459,96.038325
460,87.350725
461,3.803388
462,53.857980
463,89.334490
464,1.852756
465,30.581753
466,31.021865
467,61.457347
468,11.560538
469,5.315622
470,4.534515
471,87.503147
472,79.644555
473,40.101215
474,11.441949
475,58.405176
476,61.877438
477,49.051705
478,87.352659
479,85.622001
480,83.765154
481,55.136002
482,43.945481
483,38.232479
484,34.815054
485,0.635938
486,4.171878
487,52.455724
488,93.983543
489,10.806386
490,48.494049
491,81.334267
492,14.609774
493,2.352029
494,70.668757
495,16.462530
496,32.933782
497,1.690622
498,77.919876
499,44.494320
500,7.006244
501,82.454392
502,31.997467
503,86.650799
504,22.555607
505,43.439416
506,45.055976
507,84.433045
508,92.491121
509,32.408635
510,70.055046
511,76.256275
512,87.544637
513,14.000527
514,14.488754
515,22.359691
516,14.636465
517,18.660632
518,74.815415
519,8.620007
520,29.467018
521,23.309464
522,89.954275
523,44.076791
524,25.661493
525,60.623032
526,60.539321
